1 103 1
1 103 1
1 103 1
1 103 1
1 103 1
1 103 1
1 106 1
1 106 1
1 106 1
1 106 1
1 106 1
1 106 1
1 112 1
1 112 1
1 112 1
1 112 1
1 112 1
1 112 1
1 116 1
1 116 1
1 116 2
1 116 1
1 116 1
1 116 1
1 119 1
1 119 2
1 119 1
1 119 1
1 119 1
1 119 1
1 11 1
1 11 1
1 11 1
1 11 1
1 11 1
1 11 1
1 122 1
1 122 1
1 122 1
1 122 1
1 122 1
1 122 1
1 129 1
1 129 1
1 129 1
1 129 1
1 129 1
1 129 1
1 130 1
1 130 1
1 130 1
1 130 1
1 130 1
1 130 1
1 132 1
1 132 1
1 132 1
1 132 1
1 132 1
1 132 1
1 137 1
1 137 1
1 137 1
1 137 1
1 137 1
1 137 1
1 138 1
1 138 1
1 138 1
1 138 1
1 138 1
1 138 1
1 139 1
1 139 1
1 139 1
1 139 1
1 139 1
1 139 1
1 140 1
1 140 1
1 140 1
1 140 1
1 140 1
1 140 1
1 142 1
1 142 1
1 142 1
1 142 1
1 142 1
1 142 1
1 147 1
1 147 1
1 147 1
1 147 1
1 147 1
1 147 1
1 155 1
1 155 1
1 155 1
1 155 1
1 155 1
1 155 2
1 156 1
1 156 1
1 156 1
1 156 1
1 156 2
1 156 1
1 160 1
1 160 1
1 160 1
1 160 1
1 160 1
1 160 1
1 165 1
1 165 1
1 165 1
1 165 1
1 165 2
1 165 1
1 170 1
1 170 1
1 170 1
1 170 1
1 170 1
1 170 1
1 172 1
1 172 1
1 172 1
1 172 1
1 172 1
1 172 1
1 176 1
1 176 1
1 176 1
1 176 1
1 176 1
1 176 1
1 181 1
1 181 1
1 181 2
1 181 1
1 181 1
1 181 1
1 184 1
1 184 1
1 184 1
1 184 1
1 184 1
1 184 1
1 186 1
1 186 1
1 186 1
1 186 1
1 186 2
1 186 1
1 191 1
1 191 1
1 191 1
1 191 1
1 191 1
1 191 1
1 198 1
1 198 1
1 198 1
1 198 1
1 198 1
1 198 1
1 19 1
1 19 1
1 19 1
1 19 1
1 19 1
1 19 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 201 1
1 201 2
1 201 1
1 201 1
1 201 1
1 201 1
1 203 1
1 203 1
1 203 1
1 203 1
1 203 1
1 203 1
1 206 1
1 206 1
1 206 1
1 206 1
1 206 1
1 206 1
1 207 1
1 207 1
1 207 1
1 207 1
1 207 1
1 207 1
1 208 1
1 208 1
1 208 1
1 208 1
1 208 1
1 208 1
1 211 1
1 211 1
1 211 1
1 211 1
1 211 1
1 211 1
1 213 1
1 213 1
1 213 1
1 213 1
1 213 1
1 213 1
1 215 1
1 215 1
1 215 1
1 215 1
1 215 1
1 215 1
1 216 1
1 216 1
1 216 1
1 216 1
1 216 1
1 216 1
1 221 1
1 221 1
1 221 1
1 221 1
1 221 1
1 221 1
1 222 1
1 222 1
1 222 1
1 222 1
1 222 1
1 222 1
1 228 1
1 228 1
1 228 1
1 228 1
1 228 1
1 228 1
1 22 1
1 22 1
1 22 1
1 22 1
1 22 1
1 22 1
1 231 1
1 231 1
1 231 1
1 231 1
1 231 1
1 231 1
1 236 1
1 236 1
1 236 1
1 236 1
1 236 1
1 236 1
1 238 2
1 238 1
1 238 1
1 238 1
1 238 1
1 238 1
1 246 2
1 246 1
1 246 1
1 246 1
1 246 1
1 246 1
1 247 1
1 247 1
1 247 1
1 247 1
1 247 1
1 247 1
1 250 1
1 250 1
1 250 1
1 250 1
1 250 1
1 250 1
1 253 1
1 253 1
1 253 1
1 253 1
1 253 1
1 253 1
1 254 1
1 254 1
1 254 1
1 254 1
1 254 1
1 254 1
1 255 1
1 255 1
1 255 1
1 255 1
1 255 1
1 255 1
1 256 1
1 256 1
1 256 2
1 256 1
1 256 1
1 256 1
1 25 1
1 25 1
1 25 1
1 25 1
1 25 1
1 25 2
1 261 1
1 261 1
1 261 1
1 261 1
1 261 1
1 261 1
1 263 1
1 263 1
1 263 1
1 263 1
1 263 2
1 263 1
1 264 1
1 264 1
1 264 1
1 264 1
1 264 1
1 264 1
1 265 1
1 265 1
1 265 1
1 265 1
1 265 1
1 265 1
1 267 1
1 267 1
1 267 1
1 267 1
1 267 1
1 267 1
1 271 1
1 271 1
1 271 1
1 271 1
1 271 1
1 271 1
1 274 1
1 274 1
1 274 1
1 274 1
1 274 1
1 274 1
1 276 1
1 276 1
1 276 1
1 276 1
1 276 1
1 276 1
1 280 1
1 280 1
1 280 1
1 280 1
1 280 1
1 280 1
1 283 1
1 283 1
1 283 1
1 283 1
1 283 1
1 283 1
1 285 1
1 285 1
1 285 1
1 285 1
1 285 1
1 285 1
1 286 1
1 286 1
1 286 1
1 286 1
1 286 1
1 286 1
1 287 1
1 287 2
1 287 1
1 287 1
1 287 1
1 287 1
1 288 1
1 288 1
1 288 1
1 288 1
1 288 1
1 288 1
1 28 1
